sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	handling-time
HG-2X6T-7B0A	22.27			2	2
6G-G7QW-1BDG	105.22			2	2
B2-7435-B4DW	22.86			2	2
10-SML2-QL4P	26.01			2	2
K4-XCTI-DWZ2	57.72			2	2
V9-P11U-UVS6	25.89			2	2
H0-QWP3-AT2I	12.4			2	2
XS-ET2P-1W52	29.96			2	2
DA-F2QX-RMWB	37.16			2	2
WR-PC13-6RCT	17.54			2	2
69-5XD5-5JSV	28.14			2	2
DN-QUZL-INV3	28.24			2	2
EB-QQ9W-70I6	54.73			2	2
ZV-A4NZ-BNX0	23.84			2	2
SP-TIH6-R0YV	27.99			2	2
FD-MTUL-WV2S	33.89			2	2
9Q-3RX4-JM67	38.91			2	2
B3-9STB-QP2D	32.21			2	2
D0-4EPF-D5BX	44.49			2	2
OU-NTF7-72SW	98.38			2	2
FI-TT5L-IA97	33.14			2	2
IH-9IP2-5UWY	144.35			2	2
3X-4T41-IJ2V	15.68			2	2
5C-ZFO3-JR71				0	2
IX-0NI1-2H3V	197.67			2	2
F9-R6RL-RHTH	120.11			2	2
D2-LVOX-F094	278.24			2	2
HN-FYZ1-K5FV	274.08			2	2
1L-YLV0-F0L2	64.67			2	2
XD-RI3I-BIJ7	11.56			2	2
U8-83KQ-5177	11.82			2	2
R8-DZVW-0P00	22.44			2	2
SQ-ZUXV-FXB3				0	2
NS-E53B-4ZFC	41.03			2	2
86-YAAU-D97G	36.81			2	2
Y0-LM2T-FFBV	172.41			2	2
32-S86V-8GU8	73.21			2	2
XR-AXBY-6J5N	69.79			2	2
1R-NZTF-T19G	69.38			2	2
B1-HQAJ-404A	27.29			2	2
7L-NL0J-X1U2	207.89			2	2
CN-CLBO-O9HJ	111.69			2	2
WZ-MXD7-HK95	21.34			2	2
GO-EQGH-3EUL	150.63			2	2
YV-10Y5-S9TY	270.65			2	2
ZA-EHVT-SU21	189.81			2	2
WQ-G21O-4G0S	175.92			2	2
ZT-XQDY-P78E	26.66			2	2
11-LMDZ-YH81	26.15			2	2
GL-UQ0C-U22V	25.45			2	2
VQ-ZZLU-N8B5	49.11			2	2
VB-Z281-K1HD	50.37			2	2
F0-KQ9T-X2X1	86.55			2	2
SO-1766-3O8Q	25.31			2	2
12-YULH-B3LV	26.05			2	2
5I-S1D6-0CJ5	34.75			2	2
XH-6TZJ-JAE0	41.78			2	2
0J-FACL-JZCC	37.17			2	2
C6-IZB8-9P7C	167.57			2	2
PF-T66W-XJPO	292.53			2	2
OA-DNO1-WLYH	192.05			2	2
TL-FLQI-36N0	1006.68			2	2
BK-7OHG-5QM7	129.35			2	2
VA-9C6D-2BGW	644.53			2	2
UC-JIFV-HVTI	1170.47			2	2
OT-XXA6-Z76I	387.73			2	2
NU-CKX6-TLL8	380.63			2	2
G7-IJ8D-ODMF	3257.65			2	2
P0-HN3T-Y5A8	825.76			2	2
ZS-9Z20-XFX7	662.45			2	2
50-S4IA-LJ6U	173.32			2	2
J0-MDLL-ES18	786.03			2	2
0R-140F-QUHJ	28.01			2	2
XS-OUV4-6J2I	56.95			2	2
3W-C9I3-SZL7	62.72			2	2
YO-NATH-85YN	58.25			2	2
QX-49R8-P7RY	25.28			2	2
BK-IOKD-UZSB	30.76			2	2
47-HOBP-TQXF	63.62			2	2
IZ-K4UY-ZHY1	17.64			2	2
57-PTHN-J6B8	14.27			2	2
14-3Y4Y-RBGV	14.87			2	2
5K-KEDF-JEMJ	13.97			2	2
ON-GCB2-YNHA	17.71			2	2
9U-FHQH-B1IC	88.13			2	2
BE-8B84-JFCG	26.15			2	2
B7-2ASB-FROT				0	2
PS-76OJ-VSY4	20.68			2	2
NP-YJOU-CJRW	220.68			2	2
0S-QVEJ-PF1T	52.61			2	2
EP-QRU2-CUZ0	44.73			2	2
EP-EAHI-XBT9	62.93			2	2
UW-A6EA-OCD6	13.65			2	2
FZ-EGO5-DK9D	40.91			2	2
4C-RCQZ-DE1V	94.28			2	2
ZB-9RKN-NQ9G	115.7			2	2
6W-6BXZ-IZFY	241.4			2	2
PS-U1HD-76C9	47.59			2	2
TG-7B7Q-4KF1	30.55			2	2
GR-DPBM-TWAD	65.09			2	2
KU-3WFA-E7RV	80.96			2	2
VI-FDA3-BUTN	10.42			2	2
J0-DR13-JWI8	35.35			2	2
EB-Y7Y5-2ZIN	62.71			2	2
I9-TH91-CZY8	26.59			2	2
N4-5WH1-6G2Z	23.86			2	2
WU-MRXY-Q4WO	32.23			2	2
55-B1B9-2YKL	39.33			2	2
3S-3XJX-74VW	316.06			2	2
GV-D8LM-GA52	68.29			2	2
Q1-F3D5-UMNE	16.76			2	2
Y4-MUXG-MYJV	12.03			2	2
UI-EOUP-8LDL	134.39			2	2
RX-4YQQ-WGFA	117.6			2	2
SN-M31I-Z2V5	128.25			2	2
FF-CPMS-W4W3	112.57			2	2
IS-6FZ3-JRX5	75.42			2	2
KK-GZ9S-ED94	18.14			2	2
CN-75B4-TT3E	16.9			2	2
85-UMJL-ZCVO	66.6			2	2
2Q-P4Y4-CL0Z	55.66			2	2
MB-JYOH-PUH3	70.27			2	2
OV-770Y-W8Q9	9.49			2	2
IE-8MTX-S9YH	41.47			2	2
MW-RMY3-K74V	9.58			2	2
HS-QSDR-0ELU	26.8			2	2
KS-Z2HW-HOSK	13.15			2	2
45-4QFJ-BRES	15.57			2	2
K0-7SLJ-GFEK	39.82			2	2
07-FH68-2F64	78.72			2	2
2O-ISO8-I4EM	31.7			2	2
8W-9B4B-0NHU	55.99			2	2
1K-T6MC-2KTD	144.8			2	2
3V-I1HG-7J44	54.57			2	2
U7-WYBT-UWZ6	15.2			2	2
EO-TA1A-ON1U	37.48			2	2
V8-PPBE-EQ0G	25.37			2	2
OK-37X2-I48D	21.62			2	2
V5-0ID8-HOEU	32.44			2	2
QK-43CV-UCL2	239.11			2	2
3I-23N4-C6G6	12.89			2	2
R1-A231-FXNU	14.08			2	2
57-0RCD-97JZ				0	2
7M-1JH1-XB4D	44.23			2	2
7Q-YGXX-LODX	13.73			2	2
WO-OL7T-KTKR	24.44			2	2
82-R5AR-GANU	35.43			2	2
D7-KF4Z-KG6O	36.09			2	2
Y8-QGQO-PLL5	37.03			2	2
LY-TSNS-SSOJ	25.87			2	2
LV-6CZ3-YZCF	30.21			2	2
YT-6ISW-N56G	43.83			2	2
6U-7K85-QJF6	18.66			2	2
2G-NC50-3P3N	20.65			2	2
K4-O00A-9J61	23.91			2	2
PC-5UR1-KINP	42.62			2	2
YI-OK9J-WGDF	509.12			2	2
PX-W2FV-OEAN	27.41			2	2
V5-TGR8-SUCD	74.16			2	2
6L-8FIN-EZQO	25.63			2	2
LP-GI0T-ZXZ5	22.08			2	2
EG-D5H7-6Z40	99.12			2	2
GS-8LSL-SXUK	20.09			2	2
JJ-SP41-905H	17.56			2	2
NR-31NQ-FLDT	41.29			2	2
TU-OYAR-W4ME	12.85			2	2
SP-C9M5-GRF6	13.73			2	2
YM-G3VV-HJIS	27.45			2	2
SU-9OV9-9G95	104.96			2	2
PQ-J7VF-68H2	771.39			2	2
Y9-P315-BIBK	590.06			2	2
BH-NOIG-TZGY	79.7			2	2
TK-7PKE-98Y0	635.82			2	2
QF-ZB4B-V66F	321.57			2	2
KD-9825-MGTD	58.79			2	2
IA-109Z-BRHS	67.49			2	2
R6-MYHR-IBBL	22.46			2	2
U8-I13D-HIC6	66.05			2	2
K4-IVOA-AETS	47.6			2	2
FI-9GLF-AYVC	15.39			2	2
I8-DG0P-Q119	32.13			2	2
SK-JF7U-UD28	55.33			2	2
11-JFKR-XRSV	304.6			2	2
E6-GDST-O156	133.29			2	2
DR-HZL7-19J4	28.55			2	2
JP-3QVF-649T	76.87			2	2
1W-76JQ-VBU5	48.99			2	2
L3-CHAX-NGBZ	428.86			2	2
VQ-NFZN-MPC2	50.62			2	2
WX-MBI3-5S57	43.39			2	2
CJ-35HT-WSDX	160.66			2	2
ZY-80XF-4J44	229.73			2	2
HB-BFW3-XPU4	242.65			2	2
W3-JZBQ-9OAL	278.05			2	2
GA-E6ZE-G7D3	24.98			2	2
J9-4J1Z-OTLV	109.47			2	2
XN-QCVP-JPU4	26.26			2	2
AO-M27Z-NVSD	21.15			2	2
GL-77F3-8ZBT	71.5			2	2
CY-B5RB-120G	19.59			2	2
U2-G1R8-1EM8	19.63			2	2
Y8-NXMA-7ULI	39.65			2	2
MH-EGS5-UKLU	79.41			2	2
D1-RY4W-C58Z	106.04			2	2
7C-Q4QI-ODBF	27.65			2	2
K3-WCSU-WHB4	37.79			2	2
U4-582Y-C1N5	70.21			2	2
V0-ILFY-2BOM	24.91			2	2
ME-OH7M-XAYR	32.63			2	2
32-WZJE-IKQM	28.94			2	2
43-82I4-5T0F	61.28			2	2
XY-9HH9-NVE5	56.34			2	2
ND-NWBB-6UQR	22.25			2	2
BC-DNA1-XST0	44.48			2	2
8T-WKLV-91HX	45.71			2	2
5M-QAOU-U6BR	180.53			2	2
4T-DA9K-U0WN	34.66			2	2
5Z-T76D-S0NO	44.73			2	2
NV-ZQUS-K4GH	76.2			2	2
KX-BLJI-IXGO	72.11			2	2
8P-D8SR-8O7E	31.51			2	2
J4-R2SN-O7O6	43.2			2	2
AH-ZJDE-7MIK	48.99			2	2
YC-0016-35T5	17.01			2	2
MA-DD7V-YBYC	82.33			2	2
6Y-Z6QF-91Q1	89.81			2	2
HT-YGFZ-TQJN	17.61			2	2
PL-4DE0-AKS2	15.39			2	2
B1-WC1C-7BP9	16.56			2	2
2G-HPU3-EHSO	12.56			2	2
VW-FDE2-UZR1				0	2
O7-8SVN-47US				0	2
41-7J5C-KV3N	107.14			2	2
4W-T0Y8-NG4I	23.37			2	2
JG-U17L-CABG	30.49			2	2
JV-UECW-UWZC	71.65			2	2
PQ-ZQF5-WXAH				0	2
WT-QTO5-93HR				0	2
1I-UE3S-8RT7	36.36			2	2
WB-I657-RUBE	104.96			2	2
YT-2O4E-VZJA	26.56			2	2
FK-80JH-HC1M	100.09			2	2
9E-3ZNO-G9CN	35.27			2	2
D2-5A4K-6EZC	48.99			2	2
22-T15O-XNQ2	26.56			2	2
XZ-WVIK-8XKG	69.75			2	2
JK-4IEQ-L7KK	30.93			2	2
T9-A8SK-70WQ	34.45			2	2
MS-IA7D-551Q	20.99			2	2
WP-83V1-F3Q1	34.92			2	2
TY-UABU-LRLP	19.59			2	2
22-38HB-VVB2	47.66			2	2
CX-QRF7-NNV3	53.75			2	2
QN-JLN8-DSFV	70.07			2	2
18-LBZI-92LL	19.31			2	2
ZQ-2HK7-5W68				0	2
EZ-QQKB-Z1X5	17.81			2	2
GA-OOW3-X7CU	370.89			2	2
91-232F-K341	844.2			2	2
Y5-7SLU-SQO1	29.47			2	2
9O-0SIF-3B6H	38.25			2	2
87-U1JU-DS9E	37.13			2	2
0M-SDC4-7IRS	22.89			2	2
S7-BF1S-37DK	124.74			2	2
R1-TAG4-IAW1	140.27			2	2
B7-8XBC-3OFQ	424.56			2	2
FE-J38F-VLNG	79.27			2	2
AI-J2D5-WLOY	116.47			2	2
TD-O5MK-O2BK	69.93			2	2
S8-33AC-ASGV	9.63			2	2
ON-7IY7-X1OO				0	2
3G-E6RN-X938	200.59			2	2
6Q-15AI-YQP5				0	2
NZ-8X1W-UIBZ	19.77			2	2
XG-9WYX-WU5Q	113.93			2	2
BN-68RJ-3Z7Z	53.19			2	2
ME-WMGZ-7G28	54.59			2	2
LW-6Z30-LX9V	163.87			2	2
UF-79L3-8ORV	67.05			2	2
94-JDFK-3LRM	29.75			2	2
PK-OMA5-0WP6	63.41			2	2
9R-6ZBC-5Q72	40.12			2	2
P8-2BLC-67BI	15.71			2	2
HD-GJGT-PNFG	295.95			2	2
4I-ZQCJ-SCSS	125.99			2	2
O8-LLXF-G0EF	29.41			2	2
06-17LS-24KO	16.65			2	2
T9-E5Q9-4GS0	149.32			2	2
NG-BNPF-TA3B	78.5			2	2
YP-IMLP-JWKF	70.9			2	2
61-I22G-O0N4	57.41			2	2
UH-RYCF-TNAW	69.96			2	2
QI-8ZOZ-XWKW	65.79			2	2
UO-NTNG-JXL0	20.94			2	2
8B-63FS-K5NH	24.77			2	2
QW-L4A9-1BC0	23.62			2	2
JP-XX3Q-AJWR	25.59			2	2
VG-PSHA-QRY3	12.91			2	2
MN-7LT3-BF2H	35.63			2	2
L7-EX38-9NSR	10.25			2	2
0N-GEF4-JRHP	9.45			2	2
GM-RPU2-Q4HE	8.67			2	2
Y4-DC79-DEQM	29.53			2	2
JH-I634-WQI8	31.72			2	2
GD-X4UT-Q0MJ				0	2
UK-TGWK-JA09	25.02			2	2
TS-FM7K-V54T	22.27			2	2
DO-NPPU-HAXH	17.56			2	2
CC-AILY-97A4	27.01			2	2
D9-48JY-PICC	30.09			2	2
7W-GLUL-NH7E	76.48			2	2
FF-VFED-LF8F	10.15			2	2
SF-GWT4-Z7IN				0	2
HY-L94Q-R12R	21.53			2	2
3E-FACT-W26B	48.99			2	2
WA-IM2W-53G1	62.99			2	2
6P-P730-3E83	34.62			2	2
TO-IU2R-4V45	18.17			2	2
YI-3ET7-6CHT	19.59			2	2
ER-Q6OP-AIHJ	31.58			2	2
SG-MVUP-2DHY	13.06			2	2
49-SV2E-9SD0	12.31			2	2
HD-7R0A-88C7	14.13			2	2
40-CMAH-CAKN	27.15			2	2
4Y-8O9U-H5E0	102.13			2	2
F7-WQIB-LCIC	29.39			2	2
9T-CQJF-TXLT	40.5			2	2
Z7-F6B6-65YD				0	2
ST-RV48-IT0Q	14.9			2	2
QL-81FZ-EDLB	18.79			2	2
JA-VI7X-XE16	18.68			2	2
27-PSRX-HBAK	17.88			2	2
QD-R14D-LK7L	23.23			2	2
AE-3P49-8ST7	95.19			2	2
EZ-E587-C0P6	98.98			2	2
WE-FE4V-89JG	134.69			2	2
8G-7KTF-YO3N	91.57			2	2
OD-G7KX-7ZZ0	81.19			2	2
D1-B02X-EZSP	142.59			2	2
LE-C11I-QQQY	52.91			2	2
GQ-HF1A-4U93	16.31			2	2
0T-31IG-DB67	13.58			2	2
1B-YFZV-CCW6	31.88			2	2
9G-ZYNM-WREA	57.72			2	2
DM-X03V-P98L	372.46			2	2
TZ-TIOT-AHKU	20.13			2	2
PI-GU62-164P	63.55			2	2
AT-T5AE-K6IX	14.13			2	2
H8-SD4P-MF77	24.98			2	2
WV-CYCX-35BW	22.2			2	2
XI-GX41-JDYZ	21.8			2	2
2N-YIGD-4MHL	36.65			2	2
GA-ZGUD-BN1X	17.36			2	2
YJ-2BOL-JGNS	26.59			2	2
22-N3K4-18Q0	2207.83			2	2
I5-YQOD-7S0Y	484.39			2	2
KM-W5BH-FZAM	562.79			2	2
93-W849-DGP2	682.4			2	2
I2-F18O-ZM3Y	20.9			2	2
LH-Z4V7-H4HS	1277.28			2	2
AT-21HZ-83O7	27.57			2	2
3M-S6PF-L477	1284.01			2	2
8R-M8YZ-9S3N	34.15			2	2
UJ-5CHT-M9D1	15.09			2	2
VJ-NQDI-P1A7	20.03			2	2
DR-OAAC-DT4U	24.85			2	2
IO-E1F3-T5JL	15.39			2	2
R6-QVKF-2MDN	23.93			2	2
VU-LF3C-G8TT	29.32			2	2
MH-CZVA-46NQ	15.64			2	2
WM-O67T-MV9J	20.92			2	2
FA-IDRO-GEGQ	22.13			2	2
NL-7FRQ-XWCP	25.91			2	2
DA-LUV3-XZZR	25.19			2	2
0N-F9OR-E4ET	23.55			2	2
8S-93F1-KNH1	17.12			2	2
9H-RLOX-D2TX	30.62			2	2
ND-USDL-UGWK	15.68			2	2
Z7-D3TE-8LEG	20.65			2	2
B2-4M6E-KPK1	14.17			2	2
C0-T1U5-P13J	18.1			2	2
XB-2J6R-YKGJ	26.95			2	2
LU-IIJJ-7144	24.39			2	2
UN-LBTA-5IRL	14.22			2	2
82-NPAM-H63Y	18.33			2	2
TX-CXR2-2BL0	25.69			2	2
DC-PEAP-0DQ7	9.17			2	2
08-DNPE-DT57	39.0			2	2
nan	286.82			2	2
43-F9U0-1IBH	24.0			2	2
S7-TDCE-P134	12.74			2	2
J7-YZVH-BJH0	20.99			2	2
WS-S7L1-PYXU	111.99			2	2
CE-DJOI-HYUE	18.97			2	2
X4-9Q35-SQKP	102.09			2	2
C0-AQTW-E4OT	78.5			2	2
4Y-1BJ0-Q2B3	66.53			2	2
DM-O3E8-IPEJ	74.79			2	2
WR-RBSJ-SA8B	75.53			2	2
GD-32JP-XM6A	81.79			2	2
EW-Y9UA-BBON	78.01			2	2
S1-X1PZ-LXJH	74.79			2	2
ZJ-XRAZ-KL0G	78.61			2	2
8M-KDXD-YLC9	84.88			2	2
5U-L4XP-X10T	75.53			2	2
Z5-HZSE-FS1N	77.8			2	2
RO-7RW8-KHCH	77.88			2	2
FY-VHXS-BY9H	69.93			2	2
ME-CA3L-NNUZ	68.64			2	2
OM-ZS63-51BK	81.13			2	2
FL-8K1J-QYBS	75.53			2	2
W3-0F90-9CEL	101.05			2	2
OS-CK6G-6R5R	81.13			2	2
0O-SYOB-QRHO	86.73			2	2
YD-H16J-7LW2	100.14			2	2
2J-W8H6-7Z0T	87.91			2	2
BR-FAKM-TH7Z	58.86			2	2
06-TLI4-9STJ	69.99			2	2
53-M77Z-0SQ0	62.06			2	2
FS-M1XO-YSVR	54.53			2	2
EV-MJB5-0VXF	41.48			2	2
M5-QRL5-IT6E	44.73			2	2
0Z-7O5D-O64Y	53.13			2	2
52-0RE4-0FIQ	71.34			2	2
IF-WCJX-ON52	60.13			2	2
BE-26BI-80IF	75.68			2	2
JT-R13X-VK40	73.88			2	2
3W-F8EX-KHS8	78.72			2	2
PG-OE2S-5LJ5	71.72			2	2
8H-MI1Z-8R4Q	82.53			2	2
JA-SPQX-PAWW	44.73			2	2
RZ-NV0U-TR3E	41.93			2	2
S9-PZ5V-MQXR	54.28			2	2
UH-2Y3E-72F7	57.34			2	2
U4-7CHB-DX3N	54.53			2	2
9G-5ZN0-Z0V5	66.07			2	2
Y6-U3J9-821W	68.53			2	2
NQ-WYJA-C894	60.14			2	2
JX-P8SX-CYNS	23.3			2	2
I9-YBPL-QUZ1	75.45			2	2
1G-UDW7-1FSD	86.39			2	2
MO-O7SB-BMKM	79.39			2	2
X7-NU37-S3HN	116.98			2	2
GN-XZ49-NJKQ	86.73			2	2
ZF-WZTP-918K	90.93			2	2
C3-CAD2-J588	111.99			2	2
ZM-6RHL-8XW7	87.49			2	2
G9-E8H8-5MNS	81.37			2	2
WS-9GW4-NZ2J	90.99			2	2
QB-ND93-ZBT6	75.53			2	2
UZ-04BM-MZQH	79.73			2	2
NK-UR6U-4G6W	63.45			2	2
0M-KNHM-URKW	22.89			2	2
XN-41QT-LZGP	123.09			2	2
Z6-259M-NM5V	80.65			2	2
